Matthew Davis,"Matthew W. Davis (born May 8, 1978) is an American actor known for his roles as Warner Huntington III in Legally Blonde, Adam Hillman on the ABC comedy-drama What About Brian from 2006 to 2007 and Alaric Saltzman on The CW fantasy drama The Vampire Diaries from 2009 to 2017 as well as the spin-off series Legacies since 2018. He starred on the short-lived CW mystery and horror drama Cult as Jeff Sefton, and had a recurring role on the CBS police drama CSI: Crime Scene Investigation as Sean Yeager."
Clifton Collins Jr.,"Clifton Craig Collins Jr. (born June 16, 1970) is an American actor. After starting in 1990, with small roles in film and on television, Collins gained attention for his performance as Cpl. Ramon Aguilar, a prisoner ""serving"" under an imprisoned general played by Robert Redford in the 2001 film The Last Castle. His extensive work includes featured roles in films such as One Eight Seven (1997), Traffic (2000), Capote (2005), Star Trek (2009) and Pacific Rim (2013). Collins extensive work on television series includes Crisis Center (1997), Thief (2006), which earned him a Primetime Emmy Award nomination, The Event (2010–2011), and Westworld (2016–2020). Clifton is also much famous for voicing ""Cesar Vialpando"" in 2004 video game ""Grand Theft Auto: San Andreas"""
Oskar Werner,"Oskar Werner (born Oskar Josef Bschließmayer; 13 November 1922 –  23 October 1984) was an Austrian stage and cinema actor whose prominent roles include two 1965 films, The Spy Who Came in from the Cold and Ship of Fools. Other notable films include Decision Before Dawn (1951), Jules and Jim (1962), Fahrenheit 451 (1966), The Shoes of the Fisherman (1968) and Voyage of the Damned (1976)."
Lotte Tobisch,"The sixth edition of Dancing Stars was broadcast from March 11 to May 27, 2011 on ORF1 and was presented by Mirjam Weichselbraun and Klaus Eberhartinger."
Alex Winter,"Alexander Ross Winter (born July 17, 1965) is an American-English  actor and filmmaker. He played the slacker Bill in the 1989 film Bill & Ted's Excellent Adventure and its sequels Bill & Ted's Bogus Journey (1991) and Bill & Ted Face the Music (2020). He is also known for his role as Marko in the 1987 vampire film The Lost Boys; co-writing, co-directing, and starring in the 1993 film Freaked; and directing documentaries in the 2010s."
Labina Mitevska,"Labina Mitevska (Macedonian: Лабина Митевска) (born 1975 in Skopje, Socialist Republic of Macedonia, Yugoslavia) is a Macedonian actress."
Jitka Schneiderová,"Jitka Schneiderová (born 23 March 1973) is a Czech film, television and stage actress. She studied at the Janáček Academy of Music and Performing Arts in Brno. She acted at Studio Ypsilon in Prague between 1996 and 2003. Schneiderová  took part in the Czech television series StarDance in 2015, finishing second with dancing partner Marek Dědík behind winners Marie Doležalová and Marek Zelinka."
Sasa Rasilov,Saša Rašilov (6 September 1891 – 4 May 1955) was a Czechoslovak film actor. He appeared in 30 films between 1913 and 1954.
Anna Simpson,"Anna Simpson (born March 23, 1983) is an American actress and singer born in Brooklyn, New York. She is best known for the film, Our Song, alongside Kerry Washington and Melissa Martinez (2000) and many other films. She has a daughter named Angel Theory known as Kelly from The Walking Dead TV series who she gave birth to at the age of 17. Anna is a survivor of domestic/sexual abuse who uses her real life experiences to help others who had to go through similar hardships.  .Most recently, she obtained her associate degree in an automotive school."
Melissa Martinez,"Melissa Martínez, (full name: Melissa Maria Margarita Martinez Romero; born on November 14, 1979 in Barranquilla), is a Colombian-born American actress and hostess."
Vincent Lindon,Vincent Lindon (born 15 July 1959) is a French actor and filmmaker who has been active for more than 30 years. At the 2015 Cannes Film Festival he won the award for Best Actor for his role in the film The Measure of a Man. He won the IFFI Best Actor Award (Male) at the 46th International Film Festival of India.
Patrick Timsit,"Patrick Timsit (French pronunciation: ​[patʁik timˈsit]) is a French comedian, writer and film director. He has been nominated for 4 César Awards, three times as an actor and once as a writer. He is best known for the French comedy Un indien dans la ville."
Philippe Nahon,Philippe Nahon (French: [na.ɔ̃]; 24 December 1938 – 19 April 2020) was a French character actor.
Philip Anglim,"Philip Charles Anglim (born February 11, 1952) is an American actor. He is best known for his performance as Joseph Merrick in the stage and television versions of The Elephant Man, a role for which he received a Best Actor nomination in the 1979 Tony Awards. Other notable roles include the title role in Macbeth on Broadway and Dane O'Neill, the ill-fated love child who grew up to follow in his unknown father's footsteps on the path to the priesthood in the television mini-series The Thorn Birds. He also had a recurring guest role as the Bajoran priest Vedek Bareil on Star Trek: Deep Space Nine."
Laura Dern,"Laura Elizabeth Dern (born February 10, 1967) is an American actress and filmmaker. She is the recipient of numerous accolades, including an Academy Award, a Primetime Emmy Award, and five Golden Globe Awards. Born to actors Bruce Dern and Diane Ladd, Dern embarked on an acting career in the 1980s and rose to prominence for her performances in Mask (1985) and David Lynch's Blue Velvet (1986) and Wild at Heart (1990). She received an Academy Award nomination for her portrayal of the titular orphan in the drama film Rambling Rose (1991) and achieved international recognition for her role in Steven Spielberg's adventure film Jurassic Park (1993), a role that she reprised in the 2001 sequel Jurassic Park III."
Alice Krige,"Alice Maud Krige (/ˈkriːɡə/; born 28 June 1954) is a South African actress and producer. Her first feature film role was in Chariots of Fire (1981) as the Gilbert and Sullivan singer Sybil Gordon. She played the dual role of Eva Galli/Alma Mobley in Ghost Story, and the Borg Queen in Star Trek: First Contact."
Robert Carradine,"Robert Reed Carradine (born March 24, 1954) is an American actor. A member of the Carradine family, he made his first appearances on television western series such as Bonanza and his brother David's TV series, Kung Fu. Carradine's first film role was in the 1972 film The Cowboys, which starred John Wayne and Roscoe Lee Browne. Carradine also portrayed fraternity president ""Lewis Skolnick"" in the Revenge of the Nerds series of comedy films."
Martin Sheen,"Ramón Antonio Gerard Estévez (born August 3, 1940), known professionally as Martin Sheen, is an American actor. He first became known for his roles in the films The Subject Was Roses (1968) and Badlands (1973), and later achieved wide recognition for his leading role in Apocalypse Now (1979), as United States President Josiah Bartlet in the television series The West Wing (1999–2006), and as Robert Hanson in the Netflix television series Grace and Frankie (2015–present)."
Jeroen Krabbé,"Jeroen Aart Krabbé (Dutch pronunciation: [jəˈrun ˈaːrt krɑˈbeː]; born 5 December 1944) is a Dutch actor and film director who has appeared in more than 60 films since 1963, including Soldaat van Oranje (1977), The Fourth Man (1983), The Living Daylights (1987), The Prince of Tides (1991), The Fugitive (1993), and Immortal Beloved (1994)."
Renée Soutendijk,"Renette Pauline Soutendijk ([ˈsʌutəndɛik], born 21 May 1957), known professionally as Renée Soutendijk, is a Dutch actress. A gymnast in her youth, Soutendijk began her acting career in the late 1970s. She was a favorite star of director Paul Verhoeven's films and is perhaps best known for her work in his 1980 release Spetters, and 1983's The Fourth Man. Her good looks and striking blond hair secured her status as a Dutch sex symbol in the 1980s."
Thom Hoffman,"Thomas Antonius Cornelis Ancion, known by the pseudonym Thom Hoffman, (born 3 March 1957) is a Dutch actor and photographer."
Summer Phoenix,"Summer Joy Phoenix (née  Bottom; born December 10, 1978) is an American actress, model and designer.  She is the youngest sibling of actors/actresses River Phoenix, Rain Phoenix, Joaquin Phoenix, and Liberty Phoenix."
Isabelle Blais,Isabelle Sophie Emilie Blais (c. 1975) is a Canadian film and television actress and singer.
Erik Clausen,"Erik Clausen (born 7 March 1942) is a Danish actor, film director and screenwriter. He has directed fourteen films since 1981. His 2007 film Temporary Release was entered into the 29th Moscow International Film Festival."
Sonja Richter,"Sonja Richter (born 4 January 1974) is a Danish actress. She is best known for her performance in the 2002 film Open Hearts by Susanne Bier, for which she was nominated for both the Bodil Award and the Robert Award."
Frits Helmuth,"Frits Helmuth (3 July 1931 – 12 December 2004) was a Danish film actor. He appeared in 60 films between 1938 and 2004. He was born and died in Copenhagen, Denmark. He was the son of Osvald Helmuth and is the father of Mikael Helmuth and Pusle Helmuth."
Henry Fonda,"Henry Jaynes Fonda (May 16, 1905 – August 12, 1982) was an American film and stage actor who had a career that spanned five decades in Hollywood. Fonda cultivated a strong, appealing screen image in several films now considered to be classics, earning one Academy Award for Best Actor on two nominations."
Alice Brady,"Alice Brady (born Mary Rose Brady; November 2, 1892 – October 28, 1939) was an American actress who began her career in the silent film era and survived the transition into talkies. She worked until six months before her death from cancer in 1939. Her films include My Man Godfrey (1936), in which she plays the flighty mother of Carole Lombard's character, and In Old Chicago (1937) for which she won the Academy Award for Best Supporting Actress."
